"CURRICULUM_STEP_NO","QUESTION","MEANING","ANSWER","DISTRACTOR_1","DISTRACTOR_2","DISTRACTOR_3","DISTRACTOR_4"
28,patrol,순찰하다,"4",뒤쫓다,도착하다,체포하다,순찰하다
28,musician,음악가,"3",작가,작곡가,음악가,예술가
29,thermometer,"온도계, 체온계","4",무게,균형,체중계,"온도계, 체온계"
29,medicine,약,"2",약사,약,약국,치료
28,lesson,수업,"4",교실,칠판,숙제,수업
29,performance,공연,"1",공연,무대,조명,배경
29,gym,체육관,"4",주차장,영화관,운동장,체육관
28,match,경기,"3",경주,심판,경기,운동선수
28,Asia,아시아,"4",유럽,아메리카,아프리카,아시아
28,participate,참가하다,"1",참가하다,예방하다,진행하다,걱정하다
29,executive,집행부,"3",기부,가계부,집행부,사법부
29,reporter,보도 기자,"2",프로듀서,보도 기자,사진 기자,아나운서
29,coin,동전,"2",지폐,동전,달러,지갑
29,locate,위치하다,"3",여행하다,좋아하다,위치하다,소개하다
29,church,교회,"1",교회,성당,사원,제단
29,missing,사라진,"1",사라진,강력한,현명한,귀여운
29,impress,감동시키다,"2",발견하다,감동시키다,무섭게 하다,놀라게 하다
29,confused,"당황한, 혼란한","4",심술궂은,까다로운,자신감 있는,"당황한, 혼란한"
29,pimple,여드름,"4",혹,멍,종기,여드름
28,island,섬,"1",섬,종,성,벌
28,visitor,방문객,"3",고객,관객,방문객,관광객
29,visitor,방문객,"3",고객,관객,방문객,관광객
29,sailor,선원,"2",선장,선원,선주,선실
28,honor,경의를 표하다,"4",발견하다,지불하다,상기시키다,경의를 표하다
28,peanut,땅콩,"2",당근,땅콩,상추,호박
29,archery,양궁,"2",하키,양궁,유도,펜싱
28,important,중요한,"2",어려운,중요한,성공한,건조한
28,wipe,닦다,"1",닦다,굽다,물다,지다
28,wrap,"싸다, 포장하다","4",소리치다,발표하다,정리하다,"싸다, 포장하다"
29,save,"구조하다, 구하다","4",진행하다,걱정하다,파괴하다,"구조하다, 구하다"
28,environment,환경,"2",홍수,환경,가뭄,보호
29,torn,찢어진,"3",쓴,매운,찢어진,검소한
28,harvest,"수확, 추수","4",낫,쟁기,농작물,"수확, 추수"
29,recycle,재활용하다,"3",기대하다,지나가다,재활용하다,재작업하다
28,empty,비어 있는,"3",가난한,생기 있는,비어 있는,필수적인
29,collect,모으다,"1",모으다,지우다,사다,주다
29,toilet,화장실,"2",거실,화장실,서재,응급실
28,energy,에너지,"2",원자력,에너지,연구소,발전소
28,spinach,시금치,"3",호박,가지,시금치,브로콜리
28,channel,채널,"1",채널,화면,방송,리모콘
28,untie,풀다,"3",붓다,펴다,풀다,죽다
28,pronunciation,발음,"2",영향,발음,표현,능력
28,costume,의상,"2",바지,의상,상의,모자
28,remain,남다,"4",떠나다,가져가다,타다,남다
28,bark,짖다,"3",부르다,노래부르다,짖다,말하다
28,save,구하다,"4",피하다,가져오다,떠나다,구하다
28,nutrient,영양소,"2",음식,영양소,노폐물,배설물
28,grass,풀,"3",흙,물,풀,불
28,ground,땅,"2",성장,땅,졸업,집단
28,medicine,약,"3",위생병,중간,약,매체
28,throat,목구멍,"2",위협,목구멍,투척,왕좌
28,life jacket,구명조끼,"1",구명조끼,방한복,등산복,수영복
28,attention,주의,"4",출석,참석,방문,주의
28,wallet,지갑,"3",가방,배낭,지갑,핸드백
28,lava,용암,"3",핵,지각,용암,분출
28,hill,언덕,"2",아픈,언덕,높은,치다
28,smoke,연기,"2",미소,연기,불,화재
27,guess,추측하다,"3",맞히다,닮다,추측하다,속이다
27,of course,물론,"4",단지,그냥,때문에,물론
27,artist,화가,"1",화가,대포,인공물,표현
27,different,서로 다른,"3",흐트러진,떠나는,서로 다른,논쟁하는
27,reply,대답하다,"3",반복하다,알리다,대답하다,대표하다
27,older,더 나이 먹은,"2",섬뜩한,더 나이 먹은,으스스한,한살 어린
27,while,~하는 동안,"1",~하는 동안,~전에,~후에,~옆에
27,tip over,뒤집히다,"3",건드리다,쏘다,뒤집히다,산책하다
27,continue,계속하다,"1",계속하다,약속하다,영향을 주다,안내하다
27,doubles,복식,"2",도넛,복식,밀가루 반죽,의심
27,victory,승리,"1",승리,범죄,피해자,사실
27,pain,"고통, 통증","2",계획,"고통, 통증",그림,월급
27,healthy,"건강에 좋은, 건강한","2",치료받는,"건강에 좋은, 건강한",아픈,기쁜
27,clearly,"분명히, 또렷이","1","분명히, 또렷이",어렵게,찾는,흐뭇한
27,homework,숙제,"1",숙제,심부름,일기,향수병
27,corner,"모서리, 모퉁이","1","모서리, 모퉁이",사실,연락,기부하다
27,deliver,배달하다,"1",배달하다,결정하다,팽창하다,허락하다
27,until,~할 때까지,"4",~이후로,~아래에,~이 아닌,~할 때까지
27,silly,어리석은,"2",토라진,어리석은,빛나는,빠른
27,growl,으르렁거리다,"2",으쓱하다,으르렁거리다,고개를 갸웃하다,커지다
27,sparrow,참새,"2","알, 덩어리",참새,설명서,시금치
27,caw,(까마귀가) 울다,"1",(까마귀가) 울다,터지다,치우다,요청하다
27,mad at,~에게 화가 난,"1",~에게 화가 난,절박한,딱딱한,성가신
27,nest,둥지,"4",비상금,목,필요,둥지
27,for a moment,잠시 동안,"4",그 당시,빠른 시일내에,매일매일,잠시 동안
27,poor,"가난한, 빈곤한","1","가난한, 빈곤한",아첨하는,긍정적인,가능한
27,patient,환자,"2",평행,환자,정당,특허
27,Thanksgiving,추수감사절,"1",추수감사절,크리스마스,설날,공휴일
27,downstairs,아래층에,"4",아래를 향하게,앞으로,옆으로,아래층에
27,create,창조하다,"2",성가시게 굴다,창조하다,삐걱거리다,열다
27,include,포함하다,"4",~쪽으로 기울다,증가하다,설명하다,포함하다
27,accidentally,"우연히, 뜻하지 않게","4",부드럽게,끝까지,계획적으로,"우연히, 뜻하지 않게"
27,step on,~을 밟다,"3",~을 잡다,~을 소독하다,~을 밟다,~을 자랑하다
27,closet,벽장,"4",옷감,"절, 조항",구름,벽장
27,fear,두려움,"1",두려움,깃털,요금,특색
27,scary,무서운,"2",스스럼없는,무서운,성가신,만족한
27,finally,마침내,"2",설마,마침내,처음에,한껏
27,travel,"이동하다, 가다","4",타다,떨리다,치료하다,"이동하다, 가다"
27,communication,"의사소통, 통신","2",위원회,"의사소통, 통신",약속,지휘
27,look around,둘러보다,"1",둘러보다,존경하다,비웃다,무시하다
27,thirsty,목마른,"4",목이 아픈,꼬인,셋째의,목마른
27,pebble,조약돌,"2",거품,조약돌,풍선,자전거 페달
27,surely,"확실히, 분명히","1","확실히, 분명히",갑자기,겹겹이,천천히
27,get up,일어나다,"1",일어나다,살피다,눕다,넘어지다
27,apply to,지원하다,"3",기대하다,요구하다,지원하다,연관되다
27,company,회사,"2",별장,회사,도시,시골
27,cancer,암,"2",취소,암,양초,솔직
27,international,국제의,"1",국제의,소개하는,근본적인,도시의
27,experience,경험,"3","경향, 추세",조사,경험,설명
26,whistle,호루라기,"1",호루라기,취소,하얀색,"기분, 변덕"
26,floor,바닥,"3","4번째",걸레,바닥,독감
26,do work,일 하다,"3",승진하다,그만두다,일 하다,살아남다
26,cloud,구름,"3",바쁨,옷,구름,광대
26,beautiful,아름다운,"1",아름다운,끔찍한,참는,이상한
26,marry,결혼하다,"4",기쁘다,표시하다,흐리다,결혼하다
26,move,움직이다,"4",기분이 나쁘다,어슬렁거리다,변경하다,움직이다
26,clever,영리한,"2",클로버,영리한,앙상한,다른
26,temple,절,"3",유혹,탬버린,절,조각
26,together,함께,"4",마냥,이따금,방금,함께
26,protest,항의하다,"1",항의하다,기억하다,사라지다,울다
26,finally,마침내,"3",지금,맨 처음으로,마침내,계속
26,a great deal of,많은,"4",검게 그을린,뿌연,모르는,많은
26,noon,정오,"2",침묵,정오,눈,오후
26,bear,곰,"1",곰,노루,사슴,맥주
26,month,"달, 월","1","달, 월",괴물,날짜,남자의
26,get sick,병이 나다,"2",앉다,병이 나다,일어서다,얻다
26,football,미식축구,"3",발,공,미식축구,야구
26,against,~에 대항하여,"2",~에 호응하여,~에 대항하여,~ 뒤에,~ 위에
26,bite,물다,"2",박자,물다,가벼운,달리다
26,bubble gum,풍선껌,"4",풍선,음료수,과자,풍선껌
26,violin,바이올린,"3",첼로,비올라,바이올린,피아노
26,because of,~ 때문에,"1",~ 때문에,~에도 불구하고,~ 동안에,~를 제외하고
26,organization,기관,"1",기관,명칭,묘사,고도
26,important,중요한,"3",수입,아주 적은,중요한,사소한
26,contribute,공헌하다,"3",불가사의,기관,공헌하다,본보기
26,astronaut,우주 비행사,"4",수의사,간호사,승무원,우주 비행사
29,move,움직이다,"2",오른쪽,움직이다,무거운,왼쪽
28,heavy,무거운,"1",무거운,왼쪽,근육,움직이다
28,popular,인기 있는,"2",깔개,인기 있는,유용한,~만큼
28,useful,유용한,"1",유용한,불을 피우다,깔개,인기 있는
28,separate,분리되다,"4",움켜잡다,여성,~의 앞에,분리되다
29,in front of,~의 앞에,"1",~의 앞에,심각한,여성,움켜잡다
28,keep,기르다,"4",흔한,애완동물,예를 들어,기르다
29,horse,말,"1",말,애완동물,예를 들어,기르다
29,seed,씨앗,"2","열매, 과일",씨앗,발견하다,살아 있는
28,dropping,배설물,"4",살아 있는,씨앗,발견하다,배설물
28,cotton,"솜, 목화","4",발명하다,처음으로,기계,"솜, 목화"
28,total,합계의,"1",합계의,인구,남쪽(의),평범한
28,south,남쪽(의),"2",인구,남쪽(의),북쪽(의),합계의
29,north,북쪽(의),"4",평범한,인구,합계의,북쪽(의)
29,ordinary,평범한,"2",합계의,평범한,남쪽(의),인구
28,bone,뼈,"3",고대의,용,뼈,조상
29,project,계획,"1",계획,자유,끝내다,상
28,several,몇몇의,"1",몇몇의,교육을 받은,보통의,출판하다
28,create,창조하다,"4",보통의,출판하다,교육을 받은,창조하다
29,deaf,귀먹은,"1",귀먹은,대학,되찾다,병이 나다
28,plain,평원,"2",전설,평원,여장부,중앙의
29,light bulb,전구,"3",성공하다,축음기,전구,선택
29,choice,선택,"1",선택,전구,끊어지다,축음기
28,fall apart,끊어지다,"3",축음기,선택,끊어지다,전구
29,own,"자신의, 고유한","3",교육,방송망,"자신의, 고유한",목표
29,character,등장인물,"1",등장인물,만화책,돈을 벌다,보통의
28,kick,차기,"1",차기,시범,"지르기, 주먹질",심판
28,crazy,미친,"4",발목,덩굴,고무,미친
29,similar,유사한,"3",던지다,소프트볼,유사한,배구
28,international,국제적인,"4",문화,종교적인,비단,국제적인
28,search,찾다,"2",충격을 일으키다,찾다,깨물다,구하다
29,search,찾다,"2",충격을 일으키다,찾다,깨물다,구하다
29,save,구하다,"1",구하다,충격을 일으키다,찾다,깨물다
28,job,일자리,"4",깨물다,찾다,충격을 일으키다,일자리
29,job,일자리,"4",깨물다,찾다,충격을 일으키다,일자리
28,look for,~을 찾다,"3",동의하다,속이다,~을 찾다,돌아가다
29,look for,~을 찾다,"3",동의하다,속이다,~을 찾다,돌아가다
29,feather,깃털,"1",깃털,~할 때까지,기쁜,빛을 비추다
29,stir,휘젓다,"4",몹시 화가 난,영원히,당황한,휘젓다
29,happen,"일어나다, 생기다","4",텅 빈,남아 있다,그늘지게 하다,"일어나다, 생기다"
29,still,여전히,"2",습관,여전히,~할 만하다,쫓아가다
28,send,보내다,"3",위대한,지루한,보내다,거대한
29,send,보내다,"3",위대한,지루한,보내다,거대한
29,huge,거대한,"1",거대한,위대한,겁나게 하다,보내다
29,ferocious,사나운,"2",뽑다,사나운,잃다,~하게 하다
29,remain,남다,"2",홀로,남다,"마침내, 결국",충분한
28,amazing,놀라운,"4",풀어주다,천재,설계도,놀라운
29,amazing,놀라운,"4",풀어주다,천재,설계도,놀라운
29,pope,교황,"1",교황,천장,조각품,거절하다
28,caveman,동굴인,"3",가루,존재하다,동굴인,섞다
29,be covered with,~로 덮여 있다,"2",가루,~로 덮여 있다,섞다,동굴인
28,translate,번역하다,"3",기록,배우,번역하다,~에 기초하다
28,rock and roll,로큰롤,"2",라디오 방송국,로큰롤,거절하다,불법의
28,screen,화면,"2",마이크,화면,따라하다,관현악단
28,empty,텅 빈,"4",따라하다,마이크,관현악단,텅 빈
29,instrument,악기,"1",악기,청소하다,속이 빈,흰개미
28,kick,차다,"2",쓰레기,차다,모방하다,퍼지다
28,continue,계속하다,"4",차다,퍼지다,쓰레기,계속하다
29,continue,계속하다,"4",차다,퍼지다,쓰레기,계속하다
29,spread,퍼지다,"2",모방하다,퍼지다,차다,쓰레기
29,ingredient,성분,"4",미용사,끓는,제거하다,성분
29,hairdresser,미용사,"2",제거하다,미용사,성분,끓는
28,shade,그늘,"2",우산,그늘,종이,그림자
29,shade,그늘,"2",우산,그늘,종이,그림자
28,journey,여행,"3",고무(격려)하다,고향,여행,붙잡다
29,arctic,북극의,"4",얼다,"열망, 열",놀란,북극의
28,plane,비행기,"3",(문제를) 해결하다,문제,비행기,유명한
28,famous,유명한,"3",비행기,(문제를) 해결하다,유명한,문제
29,tomb,무덤,"4",비어 있는,그늘,보물,무덤
29,search,찾다,"3",무덤,그늘,찾다,비어 있는
27,barn,헛간,"4",학교,보리,장벽,헛간
27,harvest,수확하다,"1",수확하다,씨를 뿌리다,여물다,유지하다
27,neat,깔끔한,"1",깔끔한,초라한,편리한,순수한
27,chase,뒤쫓다,"2",방문하다,뒤쫓다,대답하다,가입하다
27,scream,소리지르다,"2",환호,소리지르다,소곤거리다,인사하다
27,brave,용감한,"2",깔끔한,용감한,우아한,눈에띄는
27,hay,말린 풀,"4",들풀,잔디,꽃,말린 풀
27,husband,남편,"3",이모,삼촌,남편,조카
27,quickly,재빨리,"4",천천히,높이,크게,재빨리
27,trap,덫,"4",구역,표시,총,덫
27,stare,빤히 보다,"2",조사하다,빤히 보다,그만하다,추천하다
27,disagree,동의하지 않다,"2",동의하다,동의하지 않다,이의를 제기하다,허락하다
27,confused,혼란스러운,"4",명료한,신속한,가능한,혼란스러운
27,fear,무서워하다,"3",의지함,기쁨,무서워하다,긴장하다
27,turn away,고개를 돌리다,"1",고개를 돌리다,마주보다,돌아가다,지나가다
27,better,더 나은,"2",더 적은,더 나은,더 많은,더 이상
27,comfortable,편안한,"3",한가한,소중한,편안한,가능한
27,weak,약한,"4",얇은,부드러운,쉬운,약한
27,not long for this world,오래 살지 못하는,"1",오래 살지 못하는,결과적으로,오래 생존 하는,약속을 지키다
27,know,알다,"3",묻다,강요하다,알다,찾다
27,sit up,똑바로 앉다,"1",똑바로 앉다,서다,엎드린,바닥에 앉다
27,raise,들어올리다,"2",구하다,들어올리다,몰래나오다,알아내다
27,restaurant,식당,"1",식당,운동장,백화점,서점
27,at last,마침내,"2",조금씩,마침내,전혀,고작
27,run out,써서 없어지다,"3",밀다,심다,써서 없어지다,오르다
27,cause,발생시키다,"2",떠나다,발생시키다,살다,살펴보다
27,prepare,준비하다,"4",내려가다,도착하다,여행하다,준비하다
27,natural disaster,자연 재해,"1",자연 재해,위험,피해,상처
27,season,계절,"2",낮,계절,새벽,인기
27,northern,북쪽의,"2",동쪽의,북쪽의,남쪽의,서쪽의
27,rice cake,떡,"3",과자,고기,떡,음료
27,calculator,계산기,"2",자동판매기,계산기,선풍기,라디오
